country,year,age,gender
BI,1998,15-24,f
BI,1999,15-24,f
BI,2001,15-24,f
BI,2002,15-24,f
BI,2003,15-24,f
BI,2004,15-24,f
BI,2005,15-24,f
BI,2006,15-24,f
BI,2007,15-24,f
BI,2008,15-24,f
BJ,1995,15-24,f
BJ,1996,15-24,f
BJ,1997,15-24,f
BJ,1998,15-24,f
BJ,1999,15-24,f
BJ,2000,15-24,f
BJ,2002,15-24,f
BJ,2003,15-24,f
BJ,2004,15-24,f
BJ,2005,15-24,f
BJ,2006,15-24,f
BJ,2008,15-24,f
BM,2004,15-24,f
BN,1999,15-24,f
BN,2000,15-24,f
BN,2002,15-24,f
BN,2003,15-24,f
BN,2004,15-24,f
BN,2005,15-24,f
BN,2006,15-24,f
BN,2007,15-24,f
BN,2008,15-24,f
BO,1996,15-24,f
BO,1997,15-24,f
BO,1998,15-24,f
BO,1999,15-24,f
BO,2000,15-24,f
BO,2001,15-24,f
BO,2002,15-24,f
BO,2003,15-24,f
BO,2004,15-24,f
BO,2005,15-24,f
BO,2006,15-24,f
BO,2007,15-24,f
BO,2008,15-24,f
BR,1999,15-24,f
BR,2000,15-24,f
BR,2001,15-24,f
BR,2002,15-24,f
BR,2003,15-24,f
BR,2004,15-24,f
BR,2005,15-24,f
BR,2006,15-24,f
BR,2007,15-24,f
BR,2008,15-24,f
BS,1995,15-24,f
BS,1996,15-24,f
BS,1997,15-24,f
BS,1998,15-24,f
BS,1999,15-24,f
BS,2000,15-24,f
BS,2002,15-24,f
BS,2003,15-24,f
BS,2004,15-24,f
BS,2007,15-24,f
BS,2008,15-24,f
BT,1995,15-24,f
BT,1996,15-24,f
BT,1997,15-24,f
BT,1998,15-24,f
BT,1999,15-24,f
BT,2000,15-24,f
BT,2001,15-24,f
BT,2002,15-24,f
BT,2003,15-24,f
BT,2004,15-24,f
BT,2005,15-24,f
BT,2006,15-24,f
BT,2007,15-24,f
BT,2008,15-24,f
BW,1997,15-24,f
BW,1999,15-24,f
BW,2000,15-24,f
BW,2001,15-24,f
BW,2002,15-24,f
BW,2003,15-24,f
BW,2004,15-24,f
BW,2005,15-24,f
BW,2006,15-24,f
BW,2007,15-24,f
BW,2008,15-24,f
BY,2002,15-24,f
BY,2003,15-24,f
BY,2004,15-24,f
BY,2005,15-24,f
BY,2006,15-24,f
BY,2007,15-24,f
BY,2008,15-24,f
BZ,1995,15-24,f
BZ,1996,15-24,f
BZ,1997,15-24,f
BZ,2000,15-24,f
BZ,2001,15-24,f
BZ,2002,15-24,f
BZ,2003,15-24,f
BZ,2004,15-24,f
BZ,2005,15-24,f
BZ,2006,15-24,f
BZ,2007,15-24,f
BZ,2008,15-24,f
CA,1980,15-24,f
CA,1981,15-24,f
CA,1982,15-24,f
CA,1983,15-24,f
CA,1984,15-24,f
CA,1985,15-24,f
CA,1986,15-24,f
CA,1987,15-24,f
CA,1988,15-24,f
CA,1989,15-24,f
CA,1990,15-24,f
CA,1991,15-24,f
CA,1992,15-24,f
CA,1993,15-24,f
CA,1994,15-24,f
CA,1995,15-24,f
CA,1996,15-24,f
CA,1997,15-24,f
CA,1998,15-24,f
CA,1999,15-24,f
CA,2000,15-24,f
CA,2001,15-24,f
CA,2002,15-24,f
CA,2003,15-24,f
CA,2004,15-24,f
CA,2005,15-24,f
CA,2006,15-24,f
CA,2007,15-24,f
CA,2008,15-24,f
CD,1995,15-24,f
CD,1996,15-24,f
CD,1997,15-24,f
CD,1998,15-24,f
CD,1999,15-24,f
CD,2000,15-24,f
CD,2001,15-24,f
CD,2002,15-24,f
CD,2003,15-24,f
CD,2004,15-24,f
CD,2005,15-24,f
CD,2006,15-24,f
CD,2007,15-24,f
CD,2008,15-24,f
CF,1995,15-24,f
CF,1996,15-24,f
CF,1997,15-24,f
CF,1998,15-24,f
CF,1999,15-24,f
CF,2001,15-24,f
CF,2002,15-24,f
CF,2004,15-24,f
CF,2005,15-24,f
CF,2006,15-24,f
CF,2008,15-24,f
CG,1995,15-24,f
CG,1999,15-24,f
CG,2001,15-24,f
CG,2004,15-24,f
CG,2006,15-24,f
CG,2007,15-24,f
CG,2008,15-24,f
CH,1995,15-24,f
CH,1996,15-24,f
CH,1997,15-24,f
CH,1998,15-24,f
CH,1999,15-24,f
CH,2000,15-24,f
CH,2001,15-24,f
CH,2002,15-24,f
CH,2003,15-24,f
CH,2004,15-24,f
CH,2005,15-24,f
CH,2006,15-24,f
CH,2007,15-24,f
CH,2008,15-24,f
CI,1995,15-24,f
CI,1996,15-24,f
CI,1997,15-24,f
CI,1998,15-24,f
CI,1999,15-24,f
CI,2001,15-24,f
CI,2002,15-24,f
CI,2003,15-24,f
CI,2004,15-24,f
CI,2005,15-24,f
CI,2006,15-24,f
CI,2007,15-24,f
CI,2008,15-24,f
CK,1980,15-24,f
CK,1981,15-24,f
CK,1982,15-24,f
CK,1983,15-24,f
CK,1984,15-24,f
CK,1985,15-24,f
CK,1986,15-24,f
CK,1987,15-24,f
CK,1989,15-24,f
CK,1991,15-24,f
CK,1992,15-24,f
CK,1993,15-24,f
CK,1994,15-24,f
CK,1995,15-24,f
CK,1996,15-24,f
CK,1997,15-24,f
CK,1998,15-24,f
CK,2000,15-24,f
CK,2001,15-24,f
CK,2002,15-24,f
CK,2003,15-24,f
CK,2004,15-24,f
CK,2005,15-24,f
CK,2006,15-24,f
CL,1995,15-24,f
CL,1996,15-24,f
CL,1997,15-24,f
CL,1999,15-24,f
CL,2000,15-24,f
CL,2001,15-24,f
CL,2002,15-24,f
CL,2003,15-24,f
CL,2004,15-24,f
CL,2005,15-24,f
CL,2006,15-24,f
CL,2007,15-24,f
CL,2008,15-24,f
CM,1995,15-24,f
CM,1996,15-24,f
CM,1997,15-24,f
CM,1998,15-24,f
CM,1999,15-24,f
CM,2000,15-24,f
CM,2001,15-24,f
CM,2002,15-24,f
CM,2003,15-24,f
CM,2004,15-24,f
CM,2005,15-24,f
CM,2006,15-24,f
CM,2007,15-24,f
CM,2008,15-24,f
CN,1995,15-24,f
CN,1996,15-24,f
CN,1997,15-24,f
CN,1998,15-24,f
CN,1999,15-24,f
CN,2000,15-24,f
CN,2001,15-24,f
CN,2002,15-24,f
CN,2003,15-24,f
CN,2004,15-24,f
CN,2005,15-24,f
CN,2006,15-24,f
CN,2007,15-24,f
CN,2008,15-24,f
CO,2000,15-24,f
CO,2001,15-24,f
CO,2002,15-24,f
CO,2003,15-24,f
CO,2004,15-24,f
CO,2005,15-24,f
CO,2006,15-24,f
CO,2007,15-24,f
CO,2008,15-24,f
CR,1995,15-24,f
CR,1996,15-24,f
CR,1997,15-24,f
CR,1998,15-24,f
CR,1999,15-24,f
CR,2000,15-24,f
CR,2001,15-24,f
CR,2002,15-24,f
CR,2003,15-24,f
CR,2004,15-24,f
CR,2005,15-24,f
CR,2006,15-24,f
CR,2007,15-24,f
CR,2008,15-24,f
CU,1995,15-24,f
CU,1996,15-24,f
CU,1997,15-24,f
CU,1998,15-24,f
CU,1999,15-24,f
CU,2000,15-24,f
CU,2001,15-24,f
CU,2002,15-24,f
CU,2003,15-24,f
CU,2004,15-24,f
CU,2005,15-24,f
CU,2006,15-24,f
CU,2008,15-24,f
CV,1997,15-24,f
CV,1998,15-24,f
CV,2001,15-24,f
CV,2002,15-24,f
CV,2003,15-24,f
CV,2004,15-24,f
CV,2005,15-24,f
CV,2006,15-24,f
CV,2007,15-24,f
CV,2008,15-24,f
CY,1995,15-24,f
CY,1996,15-24,f
CY,1998,15-24,f
CY,1999,15-24,f
CY,2002,15-24,f
CY,2003,15-24,f
CY,2004,15-24,f
CY,2005,15-24,f
CY,2006,15-24,f
CY,2007,15-24,f
CY,2008,15-24,f
CZ,1995,15-24,f
CZ,1996,15-24,f
CZ,1997,15-24,f
CZ,1998,15-24,f
CZ,1999,15-24,f
CZ,2000,15-24,f
CZ,2001,15-24,f
CZ,2002,15-24,f
CZ,2003,15-24,f
CZ,2004,15-24,f
CZ,2005,15-24,f
CZ,2006,15-24,f
CZ,2007,15-24,f
CZ,2008,15-24,f
DE,1995,15-24,f
DE,1996,15-24,f
DE,1997,15-24,f
DE,1998,15-24,f
DE,1999,15-24,f
DE,2001,15-24,f
DE,2002,15-24,f
DE,2003,15-24,f
DE,2004,15-24,f
DE,2005,15-24,f
DE,2006,15-24,f
DE,2007,15-24,f
DE,2008,15-24,f
DJ,1996,15-24,f
DJ,1997,15-24,f
DJ,1998,15-24,f
DJ,1999,15-24,f
DJ,2000,15-24,f
DJ,2001,15-24,f
DJ,2002,15-24,f
DJ,2003,15-24,f
DJ,2004,15-24,f
DJ,2005,15-24,f
DJ,2006,15-24,f
DJ,2007,15-24,f
DJ,2008,15-24,f
DK,1995,15-24,f
DK,1996,15-24,f
DK,1997,15-24,f
DK,1998,15-24,f
DK,1999,15-24,f
DK,2000,15-24,f
DK,2001,15-24,f
DK,2002,15-24,f
DK,2003,15-24,f
DK,2004,15-24,f
DK,2005,15-24,f
DK,2006,15-24,f
DK,2007,15-24,f
DK,2008,15-24,f
DM,1996,15-24,f
DM,1997,15-24,f
DM,1998,15-24,f
DM,2006,15-24,f
DM,2007,15-24,f
DM,2008,15-24,f
DO,1996,15-24,f
DO,1997,15-24,f
DO,1998,15-24,f
DO,1999,15-24,f
DO,2000,15-24,f
DO,2002,15-24,f
DO,2003,15-24,f
DO,2004,15-24,f
DO,2005,15-24,f
DO,2006,15-24,f
DO,2007,15-24,f
DO,2008,15-24,f
DZ,1997,15-24,f
DZ,1999,15-24,f
DZ,2000,15-24,f
DZ,2001,15-24,f
DZ,2002,15-24,f
DZ,2003,15-24,f
DZ,2004,15-24,f
DZ,2005,15-24,f
DZ,2006,15-24,f
DZ,2007,15-24,f
DZ,2008,15-24,f
EC,1998,15-24,f
EC,2001,15-24,f
EC,2003,15-24,f
EC,2004,15-24,f
EC,2005,15-24,f
EC,2006,15-24,f
EC,2007,15-24,f
EC,2008,15-24,f
EE,1996,15-24,f
EE,1997,15-24,f
EE,1998,15-24,f
EE,1999,15-24,f
EE,2000,15-24,f
EE,2001,15-24,f
EE,2002,15-24,f
EE,2003,15-24,f
EE,2004,15-24,f
EE,2005,15-24,f
EE,2006,15-24,f
EE,2007,15-24,f
EE,2008,15-24,f
EG,1995,15-24,f
EG,1996,15-24,f
EG,1997,15-24,f
EG,1998,15-24,f
EG,1999,15-24,f
EG,2000,15-24,f
EG,2001,15-24,f
EG,2002,15-24,f
EG,2003,15-24,f
EG,2004,15-24,f
EG,2005,15-24,f
EG,2006,15-24,f
EG,2007,15-24,f
EG,2008,15-24,f
ER,1997,15-24,f
ER,1998,15-24,f
ER,1999,15-24,f
ER,2000,15-24,f
ER,2001,15-24,f
ER,2002,15-24,f
ER,2003,15-24,f
ER,2004,15-24,f
ER,2005,15-24,f
ER,2006,15-24,f
ER,2007,15-24,f
ES,1995,15-24,f
ES,1998,15-24,f
ES,2001,15-24,f
ES,2002,15-24,f
ES,2003,15-24,f
ES,2004,15-24,f
ES,2005,15-24,f
ES,2006,15-24,f
ES,2007,15-24,f
ES,2008,15-24,f
ET,1995,15-24,f
ET,1996,15-24,f
ET,1997,15-24,f
ET,1998,15-24,f
ET,1999,15-24,f
ET,2000,15-24,f
ET,2001,15-24,f
ET,2002,15-24,f
ET,2003,15-24,f
ET,2004,15-24,f
ET,2005,15-24,f
ET,2006,15-24,f
ET,2007,15-24,f
ET,2008,15-24,f
FI,1995,15-24,f
FI,1996,15-24,f
FI,1997,15-24,f
FI,1998,15-24,f
FI,1999,15-24,f
FI,2000,15-24,f
FI,2001,15-24,f
FI,2002,15-24,f
FI,2003,15-24,f
FI,2004,15-24,f
FI,2005,15-24,f
FI,2006,15-24,f
FI,2007,15-24,f
FI,2008,15-24,f
FJ,1994,15-24,f
FJ,1995,15-24,f
FJ,1996,15-24,f
FJ,1997,15-24,f
FJ,1998,15-24,f
FJ,1999,15-24,f
FJ,2000,15-24,f
FJ,2001,15-24,f
FJ,2002,15-24,f
FJ,2003,15-24,f
FJ,2004,15-24,f
FJ,2005,15-24,f
FJ,2006,15-24,f
FJ,2007,15-24,f
FJ,2008,15-24,f
FM,1995,15-24,f
FM,1996,15-24,f
FM,1997,15-24,f
FM,1998,15-24,f
FM,2000,15-24,f
FM,2001,15-24,f
FM,2002,15-24,f
FM,2003,15-24,f
FM,2004,15-24,f
FM,2006,15-24,f
FM,2007,15-24,f
FM,2008,15-24,f
FR,1995,15-24,f
FR,1996,15-24,f
FR,1997,15-24,f
FR,1999,15-24,f
FR,2000,15-24,f
FR,2001,15-24,f
FR,2002,15-24,f
FR,2003,15-24,f
FR,2004,15-24,f
FR,2005,15-24,f
FR,2006,15-24,f
FR,2007,15-24,f
FR,2008,15-24,f
GA,1995,15-24,f
GA,1996,15-24,f
GA,1998,15-24,f
GA,1999,15-24,f
GA,2001,15-24,f
GA,2002,15-24,f
GA,2003,15-24,f
GA,2004,15-24,f
GA,2005,15-24,f
GA,2006,15-24,f
GA,2008,15-24,f
GB,1997,15-24,f
GB,1998,15-24,f
GB,1999,15-24,f
GB,2000,15-24,f
GB,2001,15-24,f
GB,2002,15-24,f
GB,2003,15-24,f
GB,2004,15-24,f
GB,2005,15-24,f
GB,2006,15-24,f
GB,2007,15-24,f
GB,2008,15-24,f
GD,1997,15-24,f
GD,1999,15-24,f
GD,2006,15-24,f
GD,2007,15-24,f
GE,1995,15-24,f
GE,1996,15-24,f
GE,1997,15-24,f
GE,1998,15-24,f
GE,1999,15-24,f
GE,2000,15-24,f
GE,2001,15-24,f
GE,2002,15-24,f
GE,2003,15-24,f
GE,2004,15-24,f
GE,2005,15-24,f
GE,2006,15-24,f
GE,2007,15-24,f
GE,2008,15-24,f
GH,1995,15-24,f
GH,1996,15-24,f
GH,1997,15-24,f
GH,1998,15-24,f
GH,1999,15-24,f
GH,2000,15-24,f
GH,2001,15-24,f
GH,2002,15-24,f
GH,2003,15-24,f
GH,2004,15-24,f
GH,2005,15-24,f
GH,2006,15-24,f
GH,2007,15-24,f
GM,1995,15-24,f
GM,1996,15-24,f
GM,1997,15-24,f
GM,1998,15-24,f
GM,1999,15-24,f
GM,2002,15-24,f
GM,2003,15-24,f
GM,2004,15-24,f
GM,2005,15-24,f
GM,2006,15-24,f
GM,2008,15-24,f
GN,1995,15-24,f
GN,1996,15-24,f
GN,1997,15-24,f
GN,1998,15-24,f
GN,1999,15-24,f
GN,2000,15-24,f
GN,2001,15-24,f
GN,2002,15-24,f
GN,2003,15-24,f
GN,2004,15-24,f
GN,2005,15-24,f
GN,2006,15-24,f
GN,2007,15-24,f
GN,2008,15-24,f
GQ,1995,15-24,f
GQ,1997,15-24,f
GQ,1998,15-24,f
GQ,2004,15-24,f
GQ,2008,15-24,f
GR,1997,15-24,f
GR,1998,15-24,f
GR,1999,15-24,f
GR,2000,15-24,f
GR,2001,15-24,f
GR,2002,15-24,f
GR,2003,15-24,f
GR,2004,15-24,f
GR,2005,15-24,f
GR,2006,15-24,f
GR,2007,15-24,f
GR,2008,15-24,f
GT,1995,15-24,f
GT,1996,15-24,f
GT,1997,15-24,f
GT,1998,15-24,f
GT,1999,15-24,f
GT,2000,15-24,f
GT,2001,15-24,f
GT,2002,15-24,f
GT,2003,15-24,f
GT,2004,15-24,f
GT,2005,15-24,f
GT,2007,15-24,f
GT,2008,15-24,f
GU,2000,15-24,f
GU,2001,15-24,f
GU,2002,15-24,f
GU,2003,15-24,f
GU,2004,15-24,f
GU,2005,15-24,f
GU,2006,15-24,f
GU,2007,15-24,f
GU,2008,15-24,f
GW,1996,15-24,f
GW,2000,15-24,f
GW,2002,15-24,f
GW,2003,15-24,f
GW,2004,15-24,f
GW,2005,15-24,f
GW,2006,15-24,f
GW,2008,15-24,f
GY,1995,15-24,f
GY,1996,15-24,f
GY,1997,15-24,f
GY,1998,15-24,f
GY,2000,15-24,f
GY,2001,15-24,f
GY,2002,15-24,f
GY,2003,15-24,f
GY,2004,15-24,f
GY,2005,15-24,f
GY,2006,15-24,f
GY,2007,15-24,f
GY,2008,15-24,f
HK,1997,15-24,f
HK,1999,15-24,f
HK,2000,15-24,f
HK,2001,15-24,f
HK,2002,15-24,f
HK,2003,15-24,f
HK,2004,15-24,f
HK,2005,15-24,f
HK,2006,15-24,f
HK,2007,15-24,f
HK,2008,15-24,f
HN,1995,15-24,f
HN,1996,15-24,f
HN,1997,15-24,f
HN,1998,15-24,f
HN,1999,15-24,f
HN,2000,15-24,f
HN,2001,15-24,f
HN,2002,15-24,f
HN,2003,15-24,f
HN,2004,15-24,f
HN,2005,15-24,f
HN,2006,15-24,f
HN,2007,15-24,f
HN,2008,15-24,f
HR,1995,15-24,f
HR,1997,15-24,f
HR,1998,15-24,f
HR,1999,15-24,f
HR,2001,15-24,f
HR,2002,15-24,f
HR,2003,15-24,f
HR,2004,15-24,f
HR,2005,15-24,f
HR,2006,15-24,f
HR,2008,15-24,f
HT,1996,15-24,f
HT,1997,15-24,f
HT,1998,15-24,f
HT,1999,15-24,f
HT,2000,15-24,f
HT,2001,15-24,f
HT,2002,15-24,f
HT,2003,15-24,f
HT,2004,15-24,f
HT,2005,15-24,f
HT,2006,15-24,f
HT,2007,15-24,f
HT,2008,15-24,f
HU,1996,15-24,f
HU,1997,15-24,f
HU,1998,15-24,f
HU,1999,15-24,f
HU,2000,15-24,f
HU,2001,15-24,f
HU,2002,15-24,f
HU,2003,15-24,f
HU,2004,15-24,f
HU,2005,15-24,f
HU,2006,15-24,f
HU,2007,15-24,f
HU,2008,15-24,f
ID,1995,15-24,f
ID,1996,15-24,f
ID,1997,15-24,f
ID,1998,15-24,f
ID,1999,15-24,f
ID,2001,15-24,f
ID,2002,15-24,f
ID,2003,15-24,f
ID,2004,15-24,f
ID,2005,15-24,f
ID,2006,15-24,f
ID,2007,15-24,f
ID,2008,15-24,f
IE,1998,15-24,f
IE,1999,15-24,f
IE,2000,15-24,f
IE,2001,15-24,f
IE,2002,15-24,f
IE,2003,15-24,f
IE,2004,15-24,f
IE,2005,15-24,f
IE,2006,15-24,f
IE,2007,15-24,f
IE,2008,15-24,f
IL,1996,15-24,f
IL,1997,15-24,f
IL,1998,15-24,f
IL,1999,15-24,f
IL,2000,15-24,f
IL,2001,15-24,f
IL,2002,15-24,f
IL,2003,15-24,f
IL,2004,15-24,f
IL,2005,15-24,f
IL,2006,15-24,f
IL,2007,15-24,f
IL,2008,15-24,f
IN,1995,15-24,f
IN,1996,15-24,f
IN,1997,15-24,f
IN,1998,15-24,f
IN,1999,15-24,f
IN,2000,15-24,f
IN,2001,15-24,f
IN,2002,15-24,f
IN,2003,15-24,f
IN,2004,15-24,f
IN,2005,15-24,f
IN,2006,15-24,f
IN,2007,15-24,f
IN,2008,15-24,f
IQ,1995,15-24,f
IQ,1997,15-24,f
IQ,1998,15-24,f
IQ,1999,15-24,f
IQ,2000,15-24,f
IQ,2001,15-24,f
IQ,2002,15-24,f
IQ,2003,15-24,f
IQ,2004,15-24,f
IQ,2005,15-24,f
IQ,2006,15-24,f
IQ,2007,15-24,f
IQ,2008,15-24,f
IR,1995,15-24,f
IR,1996,15-24,f
IR,1997,15-24,f
IR,1998,15-24,f
IR,1999,15-24,f
IR,2000,15-24,f
IR,2001,15-24,f
IR,2002,15-24,f
IR,2003,15-24,f
IR,2004,15-24,f
IR,2005,15-24,f
IR,2006,15-24,f
IR,2007,15-24,f
IR,2008,15-24,f
IS,1995,15-24,f
IS,1996,15-24,f
IS,1997,15-24,f
IS,1998,15-24,f
IS,2002,15-24,f
IS,2003,15-24,f
IS,2004,15-24,f
IS,2005,15-24,f
IS,2006,15-24,f
IS,2007,15-24,f
IS,2008,15-24,f
IT,1995,15-24,f
IT,1996,15-24,f
IT,1997,15-24,f
IT,1998,15-24,f
IT,1999,15-24,f
IT,2000,15-24,f
IT,2001,15-24,f
IT,2002,15-24,f
IT,2003,15-24,f
IT,2004,15-24,f
IT,2005,15-24,f
IT,2006,15-24,f
IT,2007,15-24,f
IT,2008,15-24,f
JM,1995,15-24,f
JM,1996,15-24,f
JM,1997,15-24,f
JM,1998,15-24,f
JM,1999,15-24,f
JM,2000,15-24,f
JM,2001,15-24,f
JM,2002,15-24,f
JM,2003,15-24,f
JM,2004,15-24,f
JM,2005,15-24,f
JM,2006,15-24,f
JM,2007,15-24,f
JM,2008,15-24,f
JO,1995,15-24,f
JO,1996,15-24,f
JO,1997,15-24,f
JO,1998,15-24,f
JO,1999,15-24,f
JO,2000,15-24,f
JO,2001,15-24,f
JO,2002,15-24,f
JO,2003,15-24,f
JO,2004,15-24,f
JO,2005,15-24,f
JO,2006,15-24,f
JO,2007,15-24,f
JO,2008,15-24,f
JP,1995,15-24,f
JP,1996,15-24,f
JP,1997,15-24,f
JP,1998,15-24,f
JP,1999,15-24,f
JP,2000,15-24,f
JP,2001,15-24,f
JP,2002,15-24,f
JP,2003,15-24,f
JP,2004,15-24,f
JP,2005,15-24,f
JP,2006,15-24,f
JP,2007,15-24,f
JP,2008,15-24,f
KE,1995,15-24,f
KE,1996,15-24,f
KE,1997,15-24,f
KE,1998,15-24,f
KE,1999,15-24,f
KE,2000,15-24,f
KE,2001,15-24,f
KE,2002,15-24,f
KE,2003,15-24,f
KE,2004,15-24,f
KE,2005,15-24,f
KE,2006,15-24,f
KE,2007,15-24,f
KE,2008,15-24,f
KG,1995,15-24,f
KG,1996,15-24,f
KG,1997,15-24,f
KG,1998,15-24,f
KG,1999,15-24,f
KG,2000,15-24,f
KG,2001,15-24,f
KG,2002,15-24,f
KG,2003,15-24,f
KG,2004,15-24,f
KG,2005,15-24,f
KG,2006,15-24,f
KG,2007,15-24,f
KG,2008,15-24,f
KH,1995,15-24,f
KH,1996,15-24,f
KH,1998,15-24,f
KH,1999,15-24,f
KH,2000,15-24,f
KH,2001,15-24,f
KH,2002,15-24,f
KH,2003,15-24,f
KH,2004,15-24,f
KH,2005,15-24,f
KH,2006,15-24,f
KH,2007,15-24,f
KH,2008,15-24,f
KI,1996,15-24,f
KI,1997,15-24,f
KI,1998,15-24,f
KI,1999,15-24,f
KI,2000,15-24,f
KI,2001,15-24,f
KI,2002,15-24,f
KI,2003,15-24,f
KI,2004,15-24,f
KI,2005,15-24,f
KI,2006,15-24,f
KI,2007,15-24,f
KI,2008,15-24,f
KM,1995,15-24,f
KM,1996,15-24,f
KM,1998,15-24,f
KM,2000,15-24,f
KM,2001,15-24,f
KM,2002,15-24,f
KM,2003,15-24,f
KM,2005,15-24,f
KM,2006,15-24,f
KM,2008,15-24,f
KN,2008,15-24,f
KP,1997,15-24,f
KP,1998,15-24,f
KP,1999,15-24,f
KP,2000,15-24,f
KP,2001,15-24,f
KP,2002,15-24,f
KP,2003,15-24,f
KP,2004,15-24,f
KP,2005,15-24,f
KP,2006,15-24,f
KP,2007,15-24,f
KP,2008,15-24,f
KR,1995,15-24,f
KR,1996,15-24,f
KR,1997,15-24,f
KR,1998,15-24,f
KR,1999,15-24,f
KR,2000,15-24,f
KR,2001,15-24,f
KR,2002,15-24,f
KR,2003,15-24,f
KR,2004,15-24,f
KR,2005,15-24,f
KR,2006,15-24,f
KR,2007,15-24,f
KR,2008,15-24,f
KW,1995,15-24,f
KW,1996,15-24,f
KW,1997,15-24,f
KW,1998,15-24,f
KW,1999,15-24,f
KW,2000,15-24,f
KW,2001,15-24,f
KW,2002,15-24,f
KW,2003,15-24,f
KW,2004,15-24,f
KW,2005,15-24,f
KW,2006,15-24,f
KW,2007,15-24,f
KW,2008,15-24,f
KY,1998,15-24,f
KY,1999,15-24,f
KY,2003,15-24,f
KY,2004,15-24,f
KY,2006,15-24,f
KY,2007,15-24,f
KZ,1997,15-24,f
KZ,1998,15-24,f
KZ,1999,15-24,f
KZ,2000,15-24,f
KZ,2001,15-24,f
KZ,2002,15-24,f
KZ,2004,15-24,f
KZ,2005,15-24,f
KZ,2006,15-24,f
KZ,2007,15-24,f
KZ,2008,15-24,f
LA,1995,15-24,f
LA,1996,15-24,f
LA,1997,15-24,f
LA,1998,15-24,f
LA,1999,15-24,f
LA,2000,15-24,f
LA,2001,15-24,f
LA,2002,15-24,f
LA,2003,15-24,f
LA,2004,15-24,f
LA,2005,15-24,f
LA,2006,15-24,f
LA,2007,15-24,f
LA,2008,15-24,f
LB,1995,15-24,f
LB,1996,15-24,f
LB,1997,15-24,f
LB,1998,15-24,f
LB,1999,15-24,f
LB,2000,15-24,f
LB,2001,15-24,f
LB,2002,15-24,f
LB,2003,15-24,f
LB,2004,15-24,f
LB,2005,15-24,f
LB,2006,15-24,f
LB,2007,15-24,f
LB,2008,15-24,f
LC,1997,15-24,f
LC,1998,15-24,f
LC,1999,15-24,f
LC,2000,15-24,f
LC,2003,15-24,f
LC,2004,15-24,f
LC,2005,15-24,f
LC,2008,15-24,f
LK,1995,15-24,f
LK,1996,15-24,f
LK,1997,15-24,f
LK,1998,15-24,f
LK,1999,15-24,f
LK,2000,15-24,f
LK,2001,15-24,f
LK,2002,15-24,f
LK,2003,15-24,f
LK,2004,15-24,f
LK,2005,15-24,f
LK,2006,15-24,f
LK,2007,15-24,f
LK,2008,15-24,f
LR,1996,15-24,f
LR,1998,15-24,f
LR,2000,15-24,f
LR,2001,15-24,f
LR,2002,15-24,f
LR,2003,15-24,f
LR,2004,15-24,f
LR,2005,15-24,f
LR,2006,15-24,f
LR,2008,15-24,f
LS,1995,15-24,f
LS,1996,15-24,f
LS,1997,15-24,f
LS,1998,15-24,f
LS,2000,15-24,f
LS,2002,15-24,f
LS,2003,15-24,f
LS,2004,15-24,f
LS,2005,15-24,f
LS,2006,15-24,f
LS,2007,15-24,f
LS,2008,15-24,f
LT,1995,15-24,f
LT,1996,15-24,f
LT,1997,15-24,f
LT,1998,15-24,f
LT,1999,15-24,f
LT,2000,15-24,f
LT,2001,15-24,f
LT,2002,15-24,f
LT,2003,15-24,f
LT,2004,15-24,f
LT,2005,15-24,f
LT,2006,15-24,f
LT,2007,15-24,f
LT,2008,15-24,f
LU,1996,15-24,f
LU,1997,15-24,f
LU,1998,15-24,f
LU,2001,15-24,f
LU,2002,15-24,f
LU,2003,15-24,f
LU,2004,15-24,f
LU,2005,15-24,f
LU,2006,15-24,f
LU,2007,15-24,f
LU,2008,15-24,f
LV,1995,15-24,f
LV,1996,15-24,f
LV,1997,15-24,f
LV,1998,15-24,f
LV,1999,15-24,f
LV,2000,15-24,f
LV,2001,15-24,f
LV,2002,15-24,f
LV,2003,15-24,f
LV,2004,15-24,f
LV,2005,15-24,f
LV,2006,15-24,f
LV,2007,15-24,f
LV,2008,15-24,f
LY,1995,15-24,f
LY,1996,15-24,f
LY,1999,15-24,f
LY,2000,15-24,f
LY,2003,15-24,f
LY,2004,15-24,f
LY,2005,15-24,f
LY,2006,15-24,f
LY,2007,15-24,f
LY,2008,15-24,f
MA,1995,15-24,f
MA,1996,15-24,f
MA,1997,15-24,f
MA,1998,15-24,f
MA,1999,15-24,f
MA,2000,15-24,f
MA,2001,15-24,f
MA,2002,15-24,f
MA,2003,15-24,f
MA,2004,15-24,f
MA,2005,15-24,f
MA,2006,15-24,f
MA,2007,15-24,f
MA,2008,15-24,f
MC,1999,15-24,f
MD,1995,15-24,f
MD,1996,15-24,f
MD,1997,15-24,f
MD,1998,15-24,f
MD,1999,15-24,f
MD,2000,15-24,f
MD,2001,15-24,f
MD,2002,15-24,f
MD,2003,15-24,f
MD,2004,15-24,f
MD,2005,15-24,f
MD,2006,15-24,f
MD,2007,15-24,f
MD,2008,15-24,f
ME,2005,15-24,f
ME,2006,15-24,f
ME,2007,15-24,f
ME,2008,15-24,f
MG,1995,15-24,f
MG,1996,15-24,f
MG,1998,15-24,f
MG,2001,15-24,f
MG,2002,15-24,f
MG,2003,15-24,f
MG,2004,15-24,f
MG,2005,15-24,f
